title,category,slug,code_rome,salaire_median_annuel,salaire_median_horaire,niveau_education,nombre_demandeurs,nombre_offres,tension_pct,tension_desc,description,url
Monteur / Monteuse en structures métalliques,construction-batiment-et-travaux-publics,monteur-monteuse-en-structures-metalliques,F1502,26472,16.47,Bac+2 (BTS/DUT),2030,20910,5,Très favorable,Le Monteur en structures métalliques est un professionnel de l'assemblage de structures métalliques essentielles à de nombreux projets de construction.\nAssemble et monte des structures métalliques se,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1502
Charpentier / Charpentière,construction-batiment-et-travaux-publics,charpentier-charpentiere,F1503,26664,16.59,Bac (Baccalauréat),5140,31480,5,Très favorable,"Le Charpentier est un professionnel spécialisé dans la construction, la réparation ou la rénovation de charpentes ou structures en bois. \nInterprète les plans et les spécifications techniques pour sé",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1503
Charpentier / Charpentière de marine,construction-batiment-et-travaux-publics,charpentier-charpentiere-de-marine,F1504,26421,16.44,Bac (Baccalauréat),210,400,5,Très favorable,"Passionné de bateaux, le charpentier de marine allie tradition et savoir-faire, pour réaliser ou réparer l'ossature et les équipements de navires en bois et maintenir le patrimoine maritime.\nChoisit ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1504
Echafaudeur / Echafaudeuse,construction-batiment-et-travaux-publics,echafaudeur-echafaudeuse,F1505,,,Bac (Baccalauréat),2390,10340,5,Très favorable,"L'Échafaudeur monte, modifie et adapte tout type d'échaudage pour permettre un accès sécurisé aux chantiers de construction.\nAdapte les échafaudages aux spécificités des sites et aux besoins des diff",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1505
Plâtrier / Plâtrière,construction-batiment-et-travaux-publics,platrier-platriere,F1601,25314,15.75,Bac (Baccalauréat),520,2520,4,Favorable,"Le Plâtrier / Plâtrière, acteur de la finition des bâtiments, applique du plâtre sur les murs et plafonds pour les lisser et les préparer à la peinture ou la décoration.\nCollabore avec d'autres corps",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1601
Electricien / Electricienne du bâtiment,construction-batiment-et-travaux-publics,electricien-electricienne-du-batiment,F1602,26556,16.53,Bac+2 (BTS/DUT),31700,109630,5,Très favorable,"L’électricien du bâtiment est chargé de la conception, de la mise en œuvre, de la maintenance et de l'optimisation d’une installation d’électricité à basse tension d'un bâtiment. \nRéalise des travaux",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1602
Plombier / Plombière sanitaire,construction-batiment-et-travaux-publics,plombier-plombiere-sanitaire,F1603,27018,16.81,Bac (Baccalauréat),12950,49770,5,Très favorable,"Le Plombier sanitaire installe, répare et entretient les systèmes de plomberie dans les bâtiments, que ce soit des habitations, des locaux commerciaux, ou des établissements publics.\nInstalle et répa",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1603
Plaquiste,construction-batiment-et-travaux-publics,plaquiste,F1604,26178,16.29,CAP/BEP,14310,40470,5,Très favorable,Le plaquiste intervient dans la construction neuve ou la rénovation pour créer des espaces intérieurs et améliorer l'isolation thermique et acoustique des pièces.\nPose des cloisons sèches et des faux,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1604
Monteur / Monteuse de réseaux électriques,construction-batiment-et-travaux-publics,monteur-monteuse-de-reseaux-electriques,F1605,26556,16.53,Bac+2 (BTS/DUT),2510,36780,5,Très favorable,"Le monteur de réseaux électriques est chargé de la mise en œuvre, l’exploitation,  la maintenance et l'optimisation des réseaux de transport et de distribution d'électricité.\nEffectue des opérations ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1605
Peintre en bâtiment,construction-batiment-et-travaux-publics,peintre-en-batiment,F1606,25314,15.75,Sans diplôme,41650,43060,3,Neutre,"Prépare les supports et réalise les travaux de peinture, de finition et de décoration en intérieur, sur les murs et plafonds.\nTravaille en chantier neuf ou de rénovation.\nSelon le chantier, peut avo",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1606
Menuisier / Menuisière aluminium,construction-batiment-et-travaux-publics,menuisier-menuisiere-aluminium,F1607,26178,16.29,,1810,6890,5,Très favorable,"Fabrique les éléments en aluminium d’équipement de l’habitat, selon les règles de l'art: fenêtres, portes, vérandas, baies vitrées, façades vitrées, garde-corps, cloisons, pergolas, portails, claustra",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1607
Carreleur / Carreleuse,construction-batiment-et-travaux-publics,carreleur-carreleuse,F1608,26502,16.49,Bac (Baccalauréat),6980,21550,4,Favorable,"Revêt toute surface horizontale ou verticale par scellement, collage ou fixation d'éléments rigides (carrelage, faïence, pierres ornementales, ...) selon les règles de sécurité. \nPeut installer des p",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1608
Solier / Solière,construction-batiment-et-travaux-publics,solier-soliere,F1609,25314,15.75,Bac (Baccalauréat),1410,6990,5,Très favorable,"Le Solier apporte une touche finale aux travaux de décoration et de confort des bâtiments.\nPrépare les surfaces pour la pose de revêtements\nPose des revêtements souples tels que moquettes, PVC, lino",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1609
"Installateur mainteneur / Installatrice mainteneuse en systèmes solaires, thermiques et photovoltaïques",construction-batiment-et-travaux-publics,installateur-mainteneur-installatrice-mainteneuse-en-systemes-solaires-thermiques-et-photovoltaiques,F1610,24204,15.06,Bac+3 (Licence),1370,8830,5,Très favorable,"L'installateur mainteneur en systèmes solaires, thermiques et photovoltaïques contribue à la réduction de l'empreinte carbone et à la promotion d'une énergie plus propre et durable en installant des é",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1610
Façadier / Façadière itéiste,construction-batiment-et-travaux-publics,facadier-facadiere-iteiste,F1611,26502,16.49,Bac (Baccalauréat),5510,20000,5,Très favorable,"Le Façadier itéiste, un professionnel essentiel à l'esthétique et à la protection des bâtiments, applique des enduits et des revêtements pour protéger et décorer les façades.\nRéalise l'isolation ther",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1611
Tailleur / Tailleuse de pierre,construction-batiment-et-travaux-publics,tailleur-tailleuse-de-pierre,F1612,29112,18.12,Bac (Baccalauréat),1000,4780,5,Très favorable,"Le Tailleur de pierre, à la fois technicien du bâtiment et artisan d'art, créée ou restaure des monuments en pierre afin de maintenir et valoriser un patrimoine durable.\nSélectionne et prépare les bl",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1612
Etancheur / Etancheuse,construction-batiment-et-travaux-publics,etancheur-etancheuse,F1613,26502,16.49,CAP/BEP,4000,14350,5,Très favorable,"L'Étancheur réalise l'étanchéité et l'isolation des toitures, terrasses, murs ou façades selon les règles de sécurité pour garantir la protection et la valorisation des bâtiments.\nInstalle un chantie",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1613
Poseur / Poseuse en fermetures de bâtiment,construction-batiment-et-travaux-publics,poseur-poseuse-en-fermetures-de-batiment,F1614,26178,16.29,Bac (Baccalauréat),8350,45270,5,Très favorable,"Prépare et pose toutes fermetures intérieures et extérieures en bois, métal, aluminium, PVC (portes, fenêtres, battants, volets roulants, grilles, murs, stores, clôtures, portes de garages,...) selon ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1614
Poseur / Poseuse de cloisons démontables et mobiles,construction-batiment-et-travaux-publics,poseur-poseuse-de-cloisons-demontables-et-mobiles,F1615,26178,16.29,,30,460,5,Très favorable,"Installe des cloisons modulaires, amovibles, mobiles et des boîtes ou bulles autonomes.\nProcède à l'ajustement, à l'assemblage et au montage de la structure en aluminium ou en acier sur chantier en i",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1615
Poseur / Poseuse de menuiseries extérieures,construction-batiment-et-travaux-publics,poseur-poseuse-de-menuiseries-exterieures,F1616,26178,16.29,,1380,16580,5,Très favorable,"En relation directe avec le client, pose tout type de fermetures extérieures ou d'ouvrages en aluminium, bois, métal, PVC sur chantier : portes, fenêtres, garde-corps, claustras, portails, volets, sto",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1616
Poseur / Poseuse de véranda,construction-batiment-et-travaux-publics,poseur-poseuse-de-veranda,F1617,26178,16.29,,40,370,5,Très favorable,"Travaille en échange direct avec le client, essentiellement un particulier, depuis la présentation du projet à la livraison finale du produit.\nTravaille en binôme selon les règles de l'art, dans des ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1617
Poseur / Poseuse de façade vitrée,construction-batiment-et-travaux-publics,poseur-poseuse-de-facade-vitree,F1618,26340,16.39,,150,1740,5,Très favorable,"Prépare et pose des éléments de menuiserie et de façade dans les règles de l’art et selon les règles de sécurité.\nProcède à l'ajustement, à l'assemblage et au montage voire au démontage de la façade ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1618
Couvreur / Couvreuse,construction-batiment-et-travaux-publics,couvreur-couvreuse,F1619,26628,16.57,CAP/BEP,6200,42570,5,Très favorable,"Le couvreur est un artisan spécialisé dans la pose, la réparation et la rénovation des toitures sur des chantiers de construction neuve ou de rénovation de bâtiments résidentiels, commerciaux ou indus",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1619
Installateur / Installatrice chauffage et climatisation,construction-batiment-et-travaux-publics,installateur-installatrice-chauffage-et-climatisation,F1620,27018,16.81,Bac+3 (Licence),11860,45890,5,Très favorable,"L'installateur chauffage et climatisation, installe et entretient les systèmes CVC (chauffage, climatisation et ventilation) selon les règles de sécurité et les normes environnementales.\nDéveloppe la",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1620
Ramoneur / Ramoneuse,construction-batiment-et-travaux-publics,ramoneur-ramoneuse,F1621,27018,16.81,Bac (Baccalauréat),210,1460,5,Très favorable,"Le ramoneur effectue l’entretien des cheminées, des conduits de fumée, et des appareils de chauffage afin de réduire  les risques d'incendies et d'intoxication au monoxyde de carbone.\nRéalise le nett",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1621
Monteur / Monteuse en éclairage public,construction-batiment-et-travaux-publics,monteur-monteuse-en-eclairage-public,F1622,26556,16.53,Bac (Baccalauréat),190,2680,5,Très favorable,Le Monteur en éclairage public joue un rôle essentiel dans l'illumination et la sécurité des espaces publics.\nInstalle et entretient les systèmes d'éclairage public pour garantir la sécurité et le co,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1622
Monteur / Monteuse installation réseaux mobiles,construction-batiment-et-travaux-publics,monteur-monteuse-installation-reseaux-mobiles,F1623,29064,18.09,Bac (Baccalauréat),1010,3400,5,Très favorable,"Le Monteur installation réseaux mobiles installe et configure des équipements de télécommunications sur différents sites.\nProcède à l'installation d'antennes, de pylônes et d'équipements de transmiss",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1623
Staffeur Stuqueur / Staffeuse Stuqueuse,construction-batiment-et-travaux-publics,staffeur-stuqueur-staffeuse-stuqueuse,F1624,25314,15.75,CAP/BEP,150,270,4,Favorable,"Artisan du détail et de la finition, le staffeur façonne ou restaure des éléments de décoration intérieure ou extérieure, en staff ou en stuc.\nIntervient pour des constructions neuves ou en rénovatio",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1624
Monteur / Monteuse en agencement,construction-batiment-et-travaux-publics,monteur-monteuse-en-agencement,F1625,26178,16.29,Bac+2 (BTS/DUT),1030,3550,5,Très favorable,"Le Monteur en agencement est un professionnel polyvalent qui aménage des espaces intérieurs fonctionnels et adaptés aux types de bâtiments, qu'ils soient résidentiels, commerciaux ou industriels. \nIn",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1625
Calorifugeur / Calorifugeuse,construction-batiment-et-travaux-publics,calorifugeur-calorifugeuse,F1626,,,Bac+2 (BTS/DUT),770,7230,5,Très favorable,Le Calorifugeur est un professionnel spécialisé dans l'isolation thermique et acoustique des bâtiments ou installations industrielles.\nPose et fixe des matériaux isolants pour éviter les transferts d,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1626
Poseur / Poseuse de compteurs,construction-batiment-et-travaux-publics,poseur-poseuse-de-compteurs,F1627,,,Bac (Baccalauréat),200,2700,5,Très favorable,"Le Poseur de compteurs est chargé de l'installation, la maintenance et le remplacement de compteurs de mesure, tels que les compteurs d'eau, de gaz, d'électricité ou d'énergie thermique.\nInstalle des",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1627
Installateur / Installatrice de bornes de recharges électriques,construction-batiment-et-travaux-publics,installateur-installatrice-de-bornes-de-recharges-electriques,F1628,,,Bac+2 (BTS/DUT),40,140,5,Très favorable,L'Installateur de bornes de recharge électriques joue un rôle essentiel pour la mobilité durable.\nInstalle et configure des bornes de recharge pour véhicules électriques selon les normes de sécurité\,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1628
Electricien / Electricienne ferroviaire,construction-batiment-et-travaux-publics,electricien-electricienne-ferroviaire,F1629,,,Bac+2 (BTS/DUT),260,1810,5,Très favorable,"L'Électricien ferroviaire, installe et répare les infrastructures électriques pour garantir la sécurité et la performance du réseau ferroviaire.\nInstalle et entretient les équipements électriques sur",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1629
Technicien / Technicienne de désenfumage,construction-batiment-et-travaux-publics,technicien-technicienne-de-desenfumage,F1630,,,Bac+2 (BTS/DUT),60,530,5,Très favorable,Le technicien de désenfumage s'assure que les dispositifs de désenfumage fonctionnent correctement pour évacuer la fumée en cas d'incendie et garantir la sécurité des personnes et des biens.\nInstalle,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1630
Coffreur / Coffreuse,construction-batiment-et-travaux-publics,coffreur-coffreuse,F1701,26670,16.60,Bac (Baccalauréat),12390,41840,4,Favorable,"Procède à la construction de tous ouvrages et bâtiments réalisés au moyen d'un moule et d'armatures métalliques noyées dans une masse de béton, selon les impératifs de mise en oeuvre et les règles de ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1701
Ouvrier / Ouvrière en voiries,construction-batiment-et-travaux-publics,ouvrier-ouvriere-en-voiries,F1702,26670,16.60,Bac (Baccalauréat),4990,40150,5,Très favorable,"Réalise tout ou partie des ouvrages liés à la construction ou à la réfection de routes, chaussées (enrobés, ...), voies ferrés et de leurs dépendances (bordures, trottoirs, caniveaux,...) selon les rè",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1702
Maçon / Maçonne,construction-batiment-et-travaux-publics,macon-maconne,F1703,26502,16.49,Bac (Baccalauréat),39380,109530,5,Très favorable,"Construit des murs, des façades, des cloisons, par maçonnage d'éléments portés (parpaings, briques, pierres, carreaux de plâtre, ...) selon les règles de sécurité. Maçonne des structures horizontales ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1703
Manœuvre bâtiment,construction-batiment-et-travaux-publics,manuvre-batiment,F1704,26268,16.35,Sans diplôme,43500,99820,3,Neutre,"Prépare le terrain, les outils et les matériaux nécessaires à l'exécution de travaux de construction, de réparation ou d'entretien dans le bâtiment, sur les routes ou voiries, dans les ports ou voies ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1704
Poseur / Poseuse de canalisations,construction-batiment-et-travaux-publics,poseur-poseuse-de-canalisations,F1705,26670,16.60,Bac (Baccalauréat),1400,27380,5,Très favorable,Le Poseur de canalisations intervient sur les canalisations permettant le transport et la distribution d'eau et de fluides de toute nature.\nRéalise des travaux de terrassement et de nivellement pour ,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1705
Armaturier / Armaturière de l'industrie du béton,construction-batiment-et-travaux-publics,armaturier-armaturiere-de-l-industrie-du-beton,F1706,30066,18.71,Bac (Baccalauréat),360,3790,3,Neutre,"Réalise des produits en béton (panneaux, dalles, escaliers, murs, pièces spéciales pour réseaux d'assainissement, ....) sur mesure ou en petites séries. \nIntervient à partir d'un moule, à l'aide d'ou",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1706
Maçon / Maçonne du paysage,construction-batiment-et-travaux-publics,macon-maconne-du-paysage,F1707,26502,16.49,Bac (Baccalauréat),190,1820,5,Très favorable,"Réalise des travaux de maçonnerie et d'aménagement des espaces verts publics (parcs, jardins, terrains de sport) ou privés (pour des maisons individuelles).\nAssure les travaux en amont et réalise les",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1707
Installateur-poseur / Installatrice-poseuse de piscines préfabriquées,construction-batiment-et-travaux-publics,installateur-poseur-installatrice-poseuse-de-piscines-prefabriquees,F1708,26502,16.49,CAP/BEP,810,3370,5,Très favorable,"Supervise la mise en œuvre des fondations du bassin, veille à l'étanchéité des installations.\nMet en œuvre les techniques du traitement de l'eau, des installations hydrauliques et des filtrations.\nA",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1708
Démolisseur / Démolisseuse,construction-batiment-et-travaux-publics,demolisseur-demolisseuse,F1709,26268,16.35,CAP/BEP,870,1780,3,Neutre,Démonte ou démolit des constructions ou des ouvrages en respectant les règles de sécurité.\nEffectue le tri sélectif des matériaux en vue de leur recyclage ou revalorisation. \nPeut utiliser des mini-,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1709
Magasinier / Magasinière en négoce des matériaux de construction,construction-batiment-et-travaux-publics,magasinier-magasiniere-en-negoce-des-materiaux-de-construction,F1710,26268,16.35,Bac+2 (BTS/DUT),80,1990,3,Neutre,"Le Magasinier en matériaux de construction assure la manutention des produits de leur entrée à la sortie des stocks de l'agence, tout en accueillant le client sur le point de vente.\nRéceptionne, dépl",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1710
Poseur / Poseuse de voies ferrées,construction-batiment-et-travaux-publics,poseur-poseuse-de-voies-ferrees,F1711,,,CAP/BEP,1160,1490,5,Très favorable,Le Poseur de voies ferrées participe aux travaux de construction et d'entretien des voies ferrées et contribue ainsi à la mobilité des personnes et au transport de marchandises.\nPrépare et pose les é,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1711
Agent / Agente d'accueil touristique,hotellerie-restauration-tourisme-loisirs-et-animation,agent-agente-d-accueil-touristique,G1101,30900,19.23,Bac+3 (Licence),6460,6370,1,Très défavorable,"L'Agent d'accueil touristique, premier contact des visiteurs, joue un rôle clé dans l'expérience touristique.\nAccueille, informe et oriente les touristes sur les activités et sites à visiter\nGère le",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1101
Chargé / Chargée de promotion touristique,hotellerie-restauration-tourisme-loisirs-et-animation,charge-chargee-de-promotion-touristique,G1102,40920,25.46,Bac+5 (Master/Ingénieur),1890,1380,1,Très défavorable,"A travers la valorisation et la promotion des attraits touristiques d'une région, le chargé de promotion touristique stimule l'attractivité et le développement économique local.\nCollabore avec les ac",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1102
Directeur / Directrice de parc régional,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-de-parc-regional,G1103,45456,28.29,Bac+5 (Master/Ingénieur),20,80,1,Très défavorable,Le directeur de parc régional orchestre la gestion et la préservation des espaces naturels pour le bien-être de la communauté et la biodiversité.\nCoordonne les activités de conservation et de dévelop,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1103
Consultant / Consultante tourisme,hotellerie-restauration-tourisme-loisirs-et-animation,consultant-consultante-tourisme,G1104,40920,25.46,Bac+5 (Master/Ingénieur),100,10,1,Très défavorable,"Le consultant en tourisme conseille les clients sur les destinations, les itinéraires et les services pour optimiser leurs voyages.\nAnalyse les tendances du marché et les comportements des consommate",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1104
Directeur / Directrice d'office du tourisme,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-d-office-du-tourisme,G1105,45456,28.29,Bac+5 (Master/Ingénieur),70,90,1,Très défavorable,Le directeur d'office du tourisme joue un rôle clé pour dynamiser et promouvoir le patrimoine local.\nDéfinit et met en œuvre la stratégie de développement touristique de la région\nCoordonne les acti,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1105
Animateur / Animatrice du patrimoine,hotellerie-restauration-tourisme-loisirs-et-animation,animateur-animatrice-du-patrimoine,G1106,40920,25.46,Bac+5 (Master/Ingénieur),500,200,1,Très défavorable,"Avec pour mission de sensibiliser un large public au patrimoine, ce professionnel valorise et promeut les richesses culturelles et historiques locales.\nConçoit et met en œuvre des projets de valorisa",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1106
Hôte / Hôtesse d'accueil et d'animation de croisière,hotellerie-restauration-tourisme-loisirs-et-animation,hote-hotesse-d-accueil-et-d-animation-de-croisiere,G1107,30900,19.23,Bac+2 (BTS/DUT),390,140,1,Très défavorable,L'Hôte ou Hôtesse d'accueil et d'animation de croisière crée une atmosphère accueillante et divertissante pour les passagers.\nAccueille et oriente les passagers à bord du navire\nAnime des activités ,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1107
Directeur / Directrice de pays d'accueil touristique,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-de-pays-d-accueil-touristique,G1108,45456,28.29,Bac+5 (Master/Ingénieur),10,10,1,Très défavorable,"Le directeur de pays d'accueil touristique met en œuvre la politique de développement de l'économie touristique locale (patrimoine naturel, culturel et architectural).\nDéveloppe et met en œuvre des s",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1108
Guide-accompagnateur / Guide-accompagnatrice,hotellerie-restauration-tourisme-loisirs-et-animation,guide-accompagnateur-guide-accompagnatrice,G1201,35256,21.94,Bac+2 (BTS/DUT),3110,3810,1,Très défavorable,"En tant que professionnel du tourisme, le guide accompagnateur contribue à l'enrichissement de l'expérience de voyage et à la qualité de séjour.\nOrganise et coordonne des excursions et des visites gu",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1201
Animateur / Animatrice d'atelier artistique ou ludique,hotellerie-restauration-tourisme-loisirs-et-animation,animateur-animatrice-d-atelier-artistique-ou-ludique,G1202,24588,15.30,Bac (Baccalauréat),3430,2690,2,Défavorable,"L'animateur d'atelier artistique ou ludique conçoit, organise et anime des activités qui éveillent et développent la créativité des participants, en accord avec la spécificité de la structure et de so",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1202
Animateur / Animatrice jeunesse,hotellerie-restauration-tourisme-loisirs-et-animation,animateur-animatrice-jeunesse,G1203,24588,15.30,Bac+2 (BTS/DUT),45780,50420,2,Défavorable,"L'animateur jeunesse conçoit, anime et encadre un programme d'activités éducatives et ludiques pour les jeunes entre 11 et 17 ans.\nOrganise et anime des activités ludiques, sportives et éducatives ad",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1203
Educateur sportif / Educatrice sportive,hotellerie-restauration-tourisme-loisirs-et-animation,educateur-sportif-educatrice-sportive,G1204,28308,17.62,Bac+3 (Licence),15350,11270,2,Défavorable,"Selon sa formation, enseigne et encadre des activités sportives et physiques dans une ou plusieurs disciplines, en fonction des attentes de son public (loisirs, initiation, compétition).\nVeille à la ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1204
Opérateur / Opératrice d'attraction,hotellerie-restauration-tourisme-loisirs-et-animation,operateur-operatrice-d-attraction,G1205,25476,15.85,Sans diplôme,780,2810,1,Très défavorable,L'Opérateur d'attraction crée des moments de joie et de divertissement pour les visiteurs de tous âges.\nAssure le fonctionnement sécurisé des attractions du parc\nContrôle l'accès et la capacité des ,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1205
Croupier / Croupière,hotellerie-restauration-tourisme-loisirs-et-animation,croupier-croupiere,G1206,25476,15.85,Bac (Baccalauréat),680,2470,1,Très défavorable,"Organise le déroulement technique d'un jeu (cartes, roulette,...) dans les établissements de jeux (casinos, ...) selon la réglementation des jeux.\nPeut superviser plusieurs tables de jeux.\nPeut coor",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1206
Surveillant / Surveillante de baignade,hotellerie-restauration-tourisme-loisirs-et-animation,surveillant-surveillante-de-baignade,G1207,28308,17.62,,1200,4230,2,Défavorable,"Le surveillant de baignade veille à la sécurité des baigneurs dans l'eau mais aussi aux abords de l'espace surveillé (plage, plan d'eau, piscine).\nPrépare l'espace de baignade en amont de l'arrivée d",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1207
Entraîneur / Entraîneure de sport professionnel et de haut niveau,hotellerie-restauration-tourisme-loisirs-et-animation,entraineur-entraineure-de-sport-professionnel-et-de-haut-niveau,G1208,28308,17.62,Bac+3 (Licence),1410,220,2,Défavorable,Encadre un ou des sportifs au sein d'une structure professionnelle ou fédérale. \nElabore et conduit des programmes d'entraînements sportifs complets afin d'atteindre le meilleur niveau dans la discip,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1208
Animateur / Animatrice de loisirs sportifs,hotellerie-restauration-tourisme-loisirs-et-animation,animateur-animatrice-de-loisirs-sportifs,G1209,26448,16.46,,5890,3550,2,Défavorable,"Prépare, anime et encadre des activités physiques et sportives, notamment en groupe, dans différents types de structures comme les clubs de sport, centres de loisirs, clubs de vacances.\nSelon le publ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1209
Enseignant / Enseignante d'équitation,hotellerie-restauration-tourisme-loisirs-et-animation,enseignant-enseignante-d-equitation,G1210,28308,17.62,Bac (Baccalauréat),1160,900,2,Défavorable,"L'enseignant d'équitation apprend les techniques équestres à des publics de différents niveaux.\nPrépare et dispense des séances pédagogiques d'initiation, d'approfondissement ou d'entraînement, selon",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1210
Analyste de la performance sportive,hotellerie-restauration-tourisme-loisirs-et-animation,analyste-de-la-performance-sportive,G1211,28308,17.62,,100,170,2,Défavorable,"Séquence les matchs, rencontres sportives et sessions d’entrainement afin de produire des statistiques et des montages vidéo pour mesurer objectivement la performance individuelle et collective des sp",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1211
Animateur socio-sportif / Animatrice socio-sportive,hotellerie-restauration-tourisme-loisirs-et-animation,animateur-socio-sportif-animatrice-socio-sportive,G1212,28308,17.62,,90,210,2,Défavorable,"Prépare, anime et encadre des activités physiques et sportives, notamment en groupe, visant le développement de la personne, la socialisation, l’insertion professionnelle ou encore la transmission de ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1212
Chargé / Chargée de développement d'activités sportives,hotellerie-restauration-tourisme-loisirs-et-animation,charge-chargee-de-developpement-d-activites-sportives,G1213,66660,41.48,Bac+5 (Master/Ingénieur),290,390,1,Très défavorable,"Elabore, coordonne et accompagne les projets de développement de la structure ou du réseau de structures sportives pour renforcer ou diversifier l'offre existante, augmenter le nombre de licenciés\nCo",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1213
Directeur sportif / Directrice sportive,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-sportif-directrice-sportive,G1214,28308,17.62,Bac+5 (Master/Ingénieur),340,140,2,Défavorable,"Définit, en lien avec les actionnaires ou l'équipe dirigeante, le projet sportif de la structure et est le garant du bon fonctionnement général de la structure sur le plan sportif\nPlanifie et anime l",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1214
